Amplitude,RR,Arritmia
0.915824471712527,1.84166666681401,(B
0.794527274669068,1.54166666678998,(B
0.764520994722841,1.37777777788801,(B
1.0390028426059,1.59166666679403,(B
2.00312792301223,1.56388888901392,(B
1.6881012323509,1.76666666680808,(B
1.66821819573754,1.85277777792589,(B
1.99582537204103,2.25833333351397,(B
0.976472627521104,1.76666666680808,(B
1.19155566811626,1.72500000013792,(B
0.674094801545156,1.84722222236996,(B
1.40496440321256,2.2638888890699,(B
0.804747384489018,1.84166666681404,(B
0.80568798005638,1.880555555706,(B
0.561084770262746,1.7111111112481,(B
0.816212712824977,1.70277777791398,(B
2.28451354771913,1.68055555569003,(B
0.710016160905781,1.5833333334599,(B
1.34328332156055,1.850000000148,(B
1.34604248374816,1.82777777792401,(B
1.29592072099561,1.84722222236999,(B
1.17162807941545,1.89166666681801,(B
1.20587348491064,1.84166666681398,(B
1.19808138728246,1.80555555570001,(B
1.147332250775,1.88888888903998,(B
1.35434655338629,1.83333333347997,(B
1.46910633266085,1.80555555569998,(B
1.35058429181687,1.85000000014799,(B
1.22674957007284,1.83888888903607,(B
1.27488168120499,1.81111111125608,(B
1.20038450479615,1.81944444458998,(B
1.16123984605191,1.89444444459605,(B
1.21953981578457,1.89722222237401,(B
1.30229516863933,1.88611111126215,(B
1.21629701256857,1.88611111126193,(B
1.67983544051662,1.522222222344,(B
1.19474340379352,1.85277777792589,(B
1.25337201118591,1.79166666680999,(B
2.0194935178759,1.683333333468,(B
0.64687907368046,1.73611111125001,(B
1.53118311673521,1.93055555571004,(B
1.13317098111026,1.84722222236996,(B
1.23186918676006,1.83055555570195,(B
1.16913061261285,1.97500000015793,(B
1.52415895015116,1.844444444592,(B
1.37857475251073,1.86944444459414,(B
1.19127275735254,1.95277777793399,(B
1.2385905471454,1.85000000014793,(B
1.24503161758286,1.83888888903584,(B
1.07022689312801,1.90555555570791,(B
1.16476947575923,1.77777777791994,(B
1.11872570812808,1.89166666681808,(B
1.27508996069531,1.93333333348801,(B
1.30593652159097,1.77222222236401,(B
1.29054474622119,1.83333333348014,(B
